label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
1	1061 N	-0.212	Reilly	basketball, baseball	611	0.323	84	1.6611	700	Bioengineering	685	902	0.5607	692
0	673 N	0.6928	Sam	badminton, volleyball, running	823	0.9802	564	2.5502	1254	Computer Engineering	1017	45	1.506	344
3	1407 N	0.307	Andrew	tennis	760	0.7657	967	0.4344	-124	Computer Game Design	147	526	1.1476	1659
3	1390 N	0.4143	Andrew	soccer	454	1.3009	1481	0.5789	394	Bioinformatics	443	489	1.5644	1402
3	431 N	0.2415	Fabrice	baseball, motor sports	-430	0.8724	253	0.0499	392	BIOINFORMATICS	193	689	0.3109	838
0	594 N	0.3677	vANI	running, volleyball, ice hockey, track & field	-1117	0.6367	574	0.7644	677	Natural Language Processing	567	255	0.1646	1340
1	1354 N	0.7876	Reilly	baseball	1030	0.6785	-134	1.6685	280	Human Computer Interaction	1113	828	0.854	-560
1	338 N	-0.1266	Tony	basketball	248	1.0579	718	0.1694	608	Applied Mathematics	442	459	1.6575	697
0	1175 N	1.1136	Chris	ice hockey	710	0.4928	910	1.61	1128	Electrical Engineering	899	108	0.3406	523
2	604 N	0.2268	Chris	football	949	1.0797	496	1.3281	510	Data Science	-5	839	0.4825	806
1	1485 N	0.6031	Reilly	baseball, basketball	185	0.1554	571	1.2416	943	Bioengineering	1261	449	1.2373	401
1	1064 N	N/A	Eriq	basketball	537	0.4549	562	0.2143	122	Human Computer Interaction	990	99	2.5545	215
1	920 N	0.682	Reilly	baseball, motor sports	407	0.1431	981	0.7178	-256	Bioengineering	209	1106	0.9732	970
3	1200 N	1.0427	Fabrice	tennis	61	1.143	811	0.0081	-506	Bioinformatics	335	788	-0.0827	893
2	397 N	1.5316	Inan	golf	768	0.2731	1306	0.4416	524	Computational Media	-37	556	0.8256	823
3	410 N	0.7952	Andrew	tennis	844	1.5823	1768	0.3037	106	Computer Game Design	517	724	1.4287	823
3	1912 N	1.2851	Fabrice	soccer	312	0.7261	867	0.0283	196	Computer Game Design	241	811	1.0066	678
0	2135 N	0.6386	Sam	track & field, ice hockey, volleyball, badminton	-256	0.6817	671	1.3473	1279	Statistics	1712	850	0.8208	829
0	982 N	1.3485	Sam	ice hockey, track & field, volleyball	641	-0.6226	1518	0.6665	1147	Electrical Engineering	1724	405	0.5352	829
3	639 N	0.979	Andrew	soccer	279	0.7676	1065	0.108	-88	Bioinformatics	173	990	0.3309	N/A
1	453 N	0.9728	Lise	baseball, motor sports	230	0.1987	193	0.9209	-57	Human Computer Interaction	None	768	0.9451	92
3	489 N	0.7221	Fabrice	soccer	-434	0.8469	485	0.6742	330	Bioinformatics	273	880	0.6416	441
3	1423 N	-0.1027	Tony	soccer	694	0.5748	761	0.1648	170	Bioinformatics	620	866	0.7553	1008
1	774 N	-0.026	Tony	motor sports, basketball	343	-0.5932	682	0.7988	395	Applied Mathematics	1244	490	0.3955	371
2	-50 N	1.4751	Inan	boxing	1276	0.1347	1049	1.6202	255	Computer Science	-373	983	0.4119	889
0	851 N	1.3484	Michael	badminton, volleyball, ice hockey	-406	0.5653	804	1.0376	1113	Robotics Engineering	1273	85	0.9762	943
2	361 N	1.0406	Michael	golf, boxing	912	0.4232	1180	0.8173	1121	Data Science	398	872	0.8351	389
2	516 N	1.1239	Michael	football, golf	1646	0.8733	1025	1.4308	787	Games and Playable Media	None	371	1.2814	229
2	1302 N	0.6611	Michael	basketball, motor sports	968	0.7445	1432	0.8456	816	Games and Playable Media	602	717	0.329	422
2	14 N	0.2572	Michael	GOLF, FOOTBALL	1082	0.7797	1369	0.7017	360	Technology and Information Management	758	171	1.401	1411
3	1451 N	0.3482	Fabrice	tennis	263	0.3768	NULL	0.5722	332	Bioinformatics	190	1352	0.3639	517
0	987 N	1.6485	N/A	tennis	390	0.2034	949	0.3385	1076	Computer Engineering	865	641	-0.3697	1616
1	416 N	0.2138	Eriq	basketball	980	-0.0468	616	1.1434	388	Bioengineering	1041	439	1.5342	165
2	60 N	0.9745	Inan	boxing	1223	0.9053	1694	1.185	1083	Computer Science	575	480	0.8262	430
2	315 N	1.0084	Michael	football	573	0.123	1798	1.5298	819	Data Science	-93	535	0.0605	1264
0	527 N	0.6739	Vani	boxing, football	-937	0.8225	-57	1.6282	1046	Computer Engineering	-339	729	0.4307	403
1	586 N	0.8199	Tony	baseball, motor sports	870	-0.1977	-312	0.5181	1138	Applied Mathematics	423	742	NULL	595
0	157 N	0.0084	Michael	running, track & field	-58	0.4463	-19	1.0872	1018	Statistics	790	384	0.095	922
3	1159 N	1.3307	Andrew	tennis	332	0.5944	247	0.7404	305	Bioinformatics	1226	311	0.6222	903
2	360 N	1.4605	Inan	FOOTBALL, GOLF	1313	0.0918	964	0.9279	700	Data Science	379	809	0.9964	356
1	710 N	-0.1565	Eriq	ice hockey, badminton	364	-0.3917	-35	0.5942	506	Data Science	1067	860	0.9775	629
3	1035 N	0.4767	Andrew	football, boxing	320	0.6647	531	0.4533	733	Bioinformatics	295	900	1.3719	1236
1	n/a	0.5336	Lise	motor sports, baseball	753	0.3786	NULL	0.486	242	Computer Game Design	886	358	0.6304	567
1	320 N	0.8827	Tony	motor sports, baseball	674	0.8321	-736	1.124	-13	Bioengineering	1091	948	0.6805	278
1	480 N	0.2372	Eriq	basketball	-328	0.1357	-392	0.5483	490	Bioengineering	338	n/a	0.6333	-110
0	-33 N	0.631	Vani	ice hockey, running, track & field, volleyball	307	0.5427	1053	1.7014	1633	Robotics Engineering	829	-63	0.5727	269
2	351 N	1.1117	Inan	GOLF, BOXING	1439	0.8704	831	0.6068	1022	Bioinformatics	-62	902	1.662	-19
1	2149 N	-0.2293	Lise	motor sports, basketball	789	-0.4995	377	0.6574	446	Applied Mathematics	791	604	0.8827	4
2	929 N	0.3756	Michael	tennis	659	0.5318	687	0.844	616	Data Science	-208	683	1.2112	1217
0	864 N	0.6032	N/A	basketball, motor sports	-79	1.121	566	1.4583	777	Natural Language Processing	1253	688	0.4458	724
3	907 N	0.0658	Fabrice	soccer	152	1.1205	551	0.3393	158	Computer Game Design	834	636	1.1261	834
0	1062 N	0.7291	Michael	badminton, running, ice hockey, track & field	68	1.0872	540	0.93	1766	Computer Engineering	464	565	-0.49	502
3	1244 N	0.5108	Andrew	soccer	674	0.5902	1242	0.3422	132	Computer Game Design		1072	1.4489	477
3	1439 N		Andrew	tennis	143	0.7981	703	0.7297	164	Bioinformatics	746	1033	0.2966	303
2	661 N	-0.1602	Michael	basketball, baseball	1143	0.8434	825	1.4833	1510	Data Science	-399	641	0.8055	905
0	974 N	1.8793	Tony	ice hockey, volleyball, running, track & field	311	0.3074	867	0.8276	920	Robotics Engineering	1320	321	0.8627	1607
1	589 N	0.3738	Reilly	basketball, motor sports	144	0.1839	-638	0.7096	825	aPPLIED mATHEMATICS	825	795	0.9071	550
1	736 N	0.9344	Reilly	motor sports	849	0.6159	332	0.8995	504	Applied Mathematics	495	578	1.0838	11
1	1325 N	0.4125	Eriq	baseball	614	0.279	122	0.0734	331	Applied Mathematics	630	477	1.2516	1054
2	-331 N	0.7442	Lise	running, badminton, track & field	1065	0.541	1013	0.4886	468	Technology and Information Management	474	1097	1.1745	683
2	6 N	1.2211	Inan	boxing, football	1319	0.3985	n/a	0.9372	1171	Games and Playable Media	705	935	0.9598	3
1	1143 N	-0.1808	Eriq	basketball, motor sports	1124	0.1292	-363	0.7447	240	Computer Science	898	905	1.2684	-219
2	717 N	0.7273	Michael	boxing, football	393	0.1313	931	1.4474	357	Technology and Information Management	172	607	1.4029	-108
0	522 N	0.3089	Sam	running, badminton, track & field, ice hockey	184	0.5025	1370	0.3168	819	Electrical Engineering	629	-221	0.7853	1169
1	679 N	0.47	Andrew	basketball, motor sports	905	0.6502	555	0.9358	781	Applied Mathematics	1370	755	1.0927	-338
2	138 N	1.2997	Inan	golf, boxing	597	1.255	1061	0.7111	983	Data Science	414	1274	0.7336	-155
1	1157 N	-0.0038	Tony	baseball, basketball	-57	-0.3552	679	0.3456	-205	Human Computer Interaction	447	565	0.8765	201
2	478 N	1.1479	Inan	baseball	1183	0.4192	1335	1.8533	1045	Human Computer Interaction	454	949	0.0587	1064
1	235 N	0.1619	Lise	baseball	562	-0.0121	45	0.8137	6	Applied Mathematics	923	614	1.1695	345
1	1491 N	0.4614	Tony	baseball, motor sports	765	0.3116	-533	0.4883	88	Applied Mathematics	941	554	0.5039	247
1	867 N	0.0389	Eriq	baseball, basketball	623	-0.5077	861	0.0913	208	Bioengineering	1236	1190	0.4884	398
2	-175 N	0.8949	Inan	golf, football	596	0.7345	819	1.0077	601	Computational Media	371	-284	1.5808	836
0	1885 N	0.8289	Chris	volleyball, track & field, badminton	439	-0.1479	1491	0.5285	1173	Biotechnology	666	530	-0.1457	1002
3	-357 N	0.1846	Andrew	soccer	496	1.0521	1161	0.3186	-53	Bioinformatics	-292	785	0.8425	1605
1	701 N	-0.0303	Reilly	basketball	1013	0.1059	-579	1.3138	NULL	Human Computer Interaction	874	803	0.5553	582
2	195 N	0.4181	Inan	soccer	1038	0.986	1538	0.3093	761	Technology and Information Management	204	571	0.9571	286
1	1990 N	-0.1556	Eriq	baseball, motor sports	467	0.3073	424	0.6085	1122	Human Computer Interaction	636	270	0.5396	-239
1	1161 N	-0.3057	Reilly	boxing	761	-0.3375	441	0.9251	616	Human Computer Interaction	271	1000	0.6152	25
1	1051 N	0.0544	Eriq	basketball	196	0.3567	1278	0.9267	-25	Human Computer Interaction	1210	187	0.8781	-198
1	980 N	-0.0955	Reilly	Motor Sports, Baseball	-95	0.9879	565	1.3802	-162	Human Computer Interaction	1515	1389	0.2289	-136
0	1831 N	1.4947	Chris	ice hockey, badminton, track & field, running	473	0.5449	37	1.8409	456	Statistics	-22	18	0.8712	467
0	1026 N	0.7003	Sam	volleyball, running, badminton, track & field	-319	1.2532	1127	0.6385	1221	Biotechnology	687	-3	0.1575	549
0	1281 N	0.3846	mICHAEL	running, volleyball	217	0.8806	839	0.9185	214	Statistics	187	176	-0.2236	605
0	921 N	0.7977	Sam	volleyball, badminton	566	0.7253	300	0.4407	424	Electrical Engineering	741	None	1.0549	638
3	551 N	0.5584	Inan	tennis	-13	1.4851	1008	0.5192	273	Bioinformatics	588	448	0.83	1423
0	767 N	0.5213	Vani	Track & Field, Badminton, Ice Hockey	-267	1.0147	589	0.9104	656	Natural Language Processing	634	400	0.2249	1477
1	820 N	1.1159	Tony	motor sports, basketball	681	-0.1762	-482	0.8589	123	Applied Mathematics	796	1053	0.233	-662
1	539 N	-0.1477	Lise	basketball, baseball	1046	0.1289	-230	0.8874	1308	Applied Mathematics	1041	473	0.0627	238
0	1017 N	1.0616	Chris	volleyball, running, badminton	-243	0.2153	629	1.715	NULL	Statistics	713	335	0.3742	970
2	699 N	0.5781	Michael	boxing	716	0.3255	1038	0.0856	18	Computational Media	301	849	0.8676	789
0	789 N	1.1356	Andrew	badminton, running, ice hockey	300	0.1237	1073	0.2532	395	Computer Engineering	-77	28	0.0964	586
2	852 N	0.5219	Michael	boxing, golf	1201	0.6607	763	1.4699	1025	Technology and Information Management	145	831	1.033	58
0	-51 N	0.5334	Chris	ice hockey, badminton, volleyball, running	578	0.2309	650	0.9614	1189	Electrical Engineering	712	535	0.0141	218
2	464 N	0.6532	Michael	golf	1265	1.4106	925	-0.0352	1523	Computer Science	121	420	1.1	335
0	1290 N	0.3922	Sam	running, ice hockey	244	0.8175	904	1.2554	1490	Electrical Engineering	269	-510	0.9696	762
2	723 N	1.0005	Michael	motor sports	192	1.0105	14	0.5139	184	Data Science	57	235	0.7846	-23
1	1011 N	0.8774	Lise	motor sports	349	0.0229	520	0.8043	356	Human Computer Interaction	900	1069	0.684	59
1	931 N	-0.1593	Lise	soccer	-201	0.5059	141	0.3647	507	Human Computer Interaction	n/a	651	0.7352	261
3	484 N	0.6387	Andrew	tennis	344	0.3043	1570	1.2129	401	Computer Game Design	127	953	0.4678	694
1	473 N	0.1801	Inan	volleyball	578	-0.1461	-217	0.912	29	Human Computer Interaction	599	-70	0.9229	29
0	1107 N	0.7233	Chris	Track & Field	-132	0.8629	390	1.5808	1206	sTATISTICS	662	586	0.2671	1371
1	541 N	-0.0268	eriq	basketball	118	0.4814	-57	-0.5567	336	Applied Mathematics	857	923	1.055	392
1	746 N	0.9515	Lise	basketball, motor sports	489	0.3076	5	0.7921	-249	aPPLIED mATHEMATICS	593	1093	1.2188	442
1	1739 N	-0.4842	Reilly	basketball	790	0.5972	764	0.2758	-18	Human Computer Interaction	1224	410	0.2788	214
3	706 N	1.134	Andrew	tennis	932	1.1232	1560	0.6377	-620	Computer Game Design	556	150	1.0881	1127
1	983 N	0.5121	Lise	motor sports	94	0.2021	273	0.2823	222	Human Computer Interaction	761	477	0.1326	110
0	776 N	0.169	Chris	track & field	516	0.572	?	1.1652	538	Natural Language Processing	960	588	0.0471	893
0	1114 N	0.7378	Chris	ice hockey, badminton, running	-81	0.0055	638	1.2842	1264	Electrical Engineering	679	569	0.5183	763
0	1629 N	0.3364	Chris	badminton, running, volleyball	1099	1.4323	237	1.0797	870	Robotics Engineering	1071	578	0.1011	324
3	497 N	1.2268	Eriq	baseball, motor sports	-28	1.8203	854	0.116	47	Computer Game Design	464	404	0.4451	1347
1	455 N	0.7478	Eriq	track & field, running, volleyball	490	-0.3077	-74	0.7791	-49	Applied Mathematics	1017	-68	1.3273	609
3	792 N	0.5272	Andrew	tennis	424	0.6243	1034	0.7202	259	Computer Game Design	833	440	0.1375	810
1	568 N	0.3021	Lise	motor sports, basketball	1436	0.6201	864	0.8217	561	Applied Mathematics	392	243	0.9621	11
3	142 N	0.5564	Andrew	SOCCER	682	0.2224	826	0.6593	-355	Computer Game Design	551	760	1.2049	310
0	1175 N	0.9179	Chris	track & field, badminton	330	0.6439	853	0.6163	1111	Natural Language Processing	445	284	0.904	837
1	502 N	0.3743	Tony	motor sports	84	0.4439	266	1.5473	1084	Applied Mathematics	1164	559	0.7001	515
2	466 N	0.6543	Michael	boxing, football	1464	0.1092	640	1.9986	1133	Games and Playable Media	-528	396	1.074	382
1	1574 N	-0.3748	Tony	soccer	?	0.4249	888	0.961	188	Bioengineering	749	975	1.3803	-89
1	1116 N	-0.4936	Eriq	baseball, basketball	-65	0.7003	-312	0.9684	237	Human Computer Interaction	997	809	1.4251	207
0	1060 N	0.4547	Chris	track & field	476	0.8985	141	0.7815	815	Computer Engineering	None	65	-0.2191	1269
3	1454 N	0.8803	Andrew	tennis	841	1.2724	607	0.4119	466	Computer Game Design	-64	555	0.8525	-299
3	1061 N	1.2499	Andrew	tennis	579	0.4194	854	0.2631	-151	Computer Game Design	611	-31	0.7252	1385
3	1285 N	0.9386	Fabrice	tennis	129	0.835	980	-0.1594	-293	Bioinformatics	1040	523	0.8054	n/a
0	1142 N	0.6404	Sam	ice hockey, badminton, running	-40	1.0137	138	1.1128	713	Computer Engineering	269	1173	0.5144	-30
3	1401 N	1.3623	Fabrice	soccer	551	1.2082	878	0.2979	-479	Computer Game Design	239	570	0.7347	537
3	849 N	1.625	Fabrice	soccer	466	1.1496	988	0.2687	132	Bioinformatics	762	756	0.9328	1367
3	897 N	1.1613	Andrew	soccer	1176	0.3709	297	0.5478	183	Bioinformatics	-221	926	1.451	285
3	778 N	0.4954	Fabrice	baseball, motor sports	-200	0.899	444	-0.6633	516	Computer Game Design	843	NULL	0.2049	1017
0	596 N	0.4764	Sam	track & field	-271	0.7832	917	0.6506	1264	Robotics Engineering	274	91	-0.0061	987
3	1166 N	0.213	Fabrice	soccer	160	1.0101	787	0.4079	300	Computer Game Design	-51	893	0.5943	87
2	None	0.7151	Inan	boxing	866	-0.0477	487	0.6734	482	Computational Media	434	302	0.5735	631
0	819 N	1.171	Vani	Soccer	535	0.5086	1142	1.9237	639	Natural Language Processing	1409	672	-0.308	880
0	810 N	1.6718	Sam	Ice Hockey, Badminton	147	0.5967	585	1.1967	834	Biotechnology	-116	-238	0.6329	986
3	172 N	0.9375	Fabrice	tennis	-268	1.0108	-5	0.8031	647	Computer Game Design	-494	1056	1.0796	72
2	-328 N	0.2244	Inan	golf	1042	0.291	563	0.9023	324	Applied Mathematics	437	367	1.2093	144
2	220 N	1.5825	Vani	golf, boxing	896	0.7306	748	1.6298	529	Computer Science	-485	893	0.816	351
1	1007 N	0.0912	eRIQ	badminton, track & field, running, ice hockey	529	0.3029	41	1.2964	547	Bioengineering	659	312	1.4219	-14
1	424 N	0.0195	Eriq	motor sports, basketball	208	0.1211	510	0.8844	-398	BIOENGINEERING	751	531	1.0764	423
3	444 N	0.4632	Andrew	tennis	109	0.8398	1437	-0.1914	663	Computer Game Design	209	869	1.2645	1174
2	857 N	0.9618	Michael	tennis	1136	1.0684	752	0.8173	939	Data Science	529	462	1.3715	1416
2	621 N	0.2338	Inan	golf	1262	0.2459	16	1.4531	1064	Technology and Information Management	331	556	0.515	745
0	1018 N	0.4757	Vani	motor sports	92	0.3457	449	1.1847	1394	Biotechnology	355	625	0.7694	602
2	187 N	1.0091	Inan	track & field, volleyball, ice hockey, running	1412	1.0278	1361	1.6286	1061	Games and Playable Media	988	220	2.4235	886
1	1207 N	-0.2305	Reilly	basketball, motor sports	1066	-0.3826	-319	1.2556	212	Applied Mathematics	866	1268	1.5223	7
2	442 N	0.7195	Inan	golf	-71	0.6798	671	0.6077	626	Games and Playable Media	-307	284	0.7307	-76
2	203 N	0.2559	Michael	football, golf	514	0.25	375	1.0691	172	Data Science	350	380	1.302	304
0	1247 N	1.2147	Sam	None	-189	0.0677	444	1.7128	1288	Statistics	691	614	1.0454	432
2	1095 N	1.2393	Inan	boxing	1199	1.0883	988	1.1387	1138	Computer Science	349	600	1.0893	343
2	1450 N	0.9955	Michael	basketball	1156	1.5606	1469	1.0727	1201	Data Science	-230	913	0.0834	1106
1	812 N	-0.1427	Lise	motor sports, basketball	942	0.0964	184	0.7316	544	Applied Mathematics	1307	1032	0.9235	-45
2	-34 N	0.5862	Michael	football	1202	0.7798	1502	1.6115	876	Games and Playable Media	551	1010	1.2354	1079
0	1325 N	-0.1168	Vani	ice hockey	-9	0.7879	807	0.9326	1089	Robotics Engineering	1416	428	0.5252	1532
1	1480 N	-0.2213	Eriq	soccer	160	0.115	1080	0.063	391	Human Computer Interaction	1370	415	0.0806	694
2	431 N	0.9079	Inan	boxing	912	0.2539	752	0.7771	531	Games and Playable Media	53	1521	0.4986	1282
1	1732 N	1.0482	Reilly	baseball, motor sports	1190	-0.2185	1175	0.7771	666	Applied Mathematics	804	1004	0.0893	-75
2	121 N	0.9278	Tony	golf, football	74	0.5437	1815	0.9222	1405	Computer Science	136	621	1.0389	813
2	481 N	0.9641	Inan	boxing, football	383	0.361	709	0.4561	-421	Data Science	252	488	0.5894	1315
2	-48 N	0.3699	Michael	football, boxing	718	0.3978	1377	0.8265	1127	Computer Science	144	337	0.6852	1092
3	1074 N	1.0224	Andrew	soccer	258	0.8702	1128	0.6052	160	Bioinformatics	806	289	0.941	46
1	1299 N	-0.2219	Reilly	motor sports, baseball	464	0.2202	236	0.4422	537	Human Computer Interaction	515	834	1.8297	-836
0	1378 N	-0.4487	Vani	badminton, ice hockey, volleyball	659	0.3452	83	1.633	1293	Biotechnology	-233	552	0.5849	383
1	1331 N	0.3819	Tony	baseball, motor sports	32	0.833	688	0.6429	344	Applied Mathematics	423	?	1.9198	-16
2	231 N	0.6137	Inan	golf, boxing	1040	-0.4822	395	1.0279	1280	Computational Media	907	993	0.659	477
0	1620 N	0.4626	Tony	badminton, volleyball, track & field	61	0.4795	528	1.718	698	Biotechnology	539	115	0.0114	1098
1	1097 N	-0.1792	Eriq	motor sports, basketball	804	0.7732	161	1.3494	733	Applied Mathematics	904	869	1.3057	419
3	1189 N	1.3729	Fabrice	soccer	345	0.963	798	0.5384	523	Computer Game Design	550	462	0.9842	694
3	939 N	-0.1938	Andrew	basketball, baseball	18	0.5086	540	0.4883	258	Computer Game Design	336	1373	1.0327	1173
0	94 N	0.529	Vani	volleyball	-409	0.6686	875	1.145	1291	Computer Game Design	796	411	-0.4647	1304
0	1200 N	0.8242	Chris	golf	-180	0.2707	220	1.5343	989	Computer Engineering	253	664	0.2213	123
2	-72 N	0.9457	Michael	golf	1537	0.8461	357	1.1929	568	Technology and Information Management	604	685	0.8999	642
2	878 N	0.4984	Michael	football, golf	1225	0.2993	776	0.7176	41	Technology and Information Management	-413	616	0.9551	360
0	64 N	1.5453	Tony	running	45	0.7836	725	1.4078	969	Robotics Engineering	686	767	0.015	1280
2	-638 N	0.9169	Michael	BOXING, GOLF	1024	0.5401	1813	0.6369	898	Computer Game Design	228	694	0.4726	734
3	587 N	0.9875	Fabrice	tennis	423	0.2266	1163	-0.0112	-109	Computer Game Design	1119	1200	1.3949	990
2	-296 N	0.9613	Inan	football	1118	0.8447	381	0.9804	638	Technology and Information Management	329	729	1.1564	-82
0	1101 N	1.0809	Sam	track & field, badminton, volleyball	-679	0.4387	496	1.1566	602	Natural Language Processing	351	122	0.6646	744
0	574 N	0.776	Vani	volleyball, running	409	0.7787	596	1.3335	612	N/A	827	344	0.0434	882
1	874 N	0.3765	Eriq	baseball, motor sports	421	0.1091	163	0.7037	352	Applied Mathematics	335	1284	0.9018	335
3	506 N	0.9489	Fabrice	tennis	393	0.4011	323	1.0407	818	Bioinformatics	945	676	0.2443	1542
2	-571 N	0.5816	Michael	golf, football	2146	0.9902	1824	0.9764	1088	Computer Science	387	486	0.648	-265
0	567 N	1.7264	Eriq	badminton, volleyball, ice hockey, running	-103	1.012	85	1.1092	1459	Electrical Engineering	168	781	-0.499	562
1	669 N	-0.0805	Eriq	basketball	257	0.5488	-69	1.4731	-125	Bioengineering	944	986	0.5462	-195
0	581 N	1.5691	Vani	basketball, baseball	331	1.0929	1075	0.6255	1116	Biotechnology	842	-238	0.7327	2114
3	852 N	0.8979	Chris	tennis	239	0.5451	722	1.0947	1169	Computer Game Design	748	676	1.4094	857
2	-116 N	0.6415	inan	boxing	461	0.2036	1453	0.7118	452	Computer Science	239	817	0.4271	-10
1	1368 N	0.5147	Eriq	motor sports	1164	-0.1877	719	1.2229	461	Applied Mathematics	652	306	0.766	133
3	920 N	0.4916	Fabrice	tennis	682	1.0917	1011	1.2669	713	Computer Game Design	222	360	1.7248	1187
3	1352 N	0.6531	Andrew	baseball	773	0.7163	674	0.2453	-555	Bioinformatics	257	835	0.5771	868
3	-150 N	0.3494	Andrew	tennis	932	1.3521	697	1.4871	7	Computer Game Design	335	412	1.4806	289
0	1143 N	0.3221	Vani	badminton, track & field, volleyball, ice hockey	248	0.8728	489	0.9702	912	Statistics	1368	-118	0.8375	1444
0	1361 N	0.6666	Vani	running, ice hockey, track & field	668	1.3609	1781	1.0458	58	Biotechnology	582	728	0.8341	753
2	51 N	1.145	Inan	boxing	325	1.1082	1208	1.4834	836	Computational Media	-183	1036	1.094	1161
2	395 N	1.0656	Michael	boxing, football	529	0.7676	314	1.6523	742	Computer Science	-725	484	1.0291	591
3	1221 N	1.7936	Fabrice	soccer	504	1.4012	283	0.6045	-405	Computer Game Design	212	560	0.69	437
3	578 N	0.5304	Fabrice	badminton, track & field, volleyball	627	0.5622	651	0.1953	-262	Computer Game Design	529	964	0.8268	974
3	251 N	0.6606	Fabrice	soccer	-250	0.5031	1284	1.0869	-24	Bioinformatics	856	645	0.6849	1356
2	358 N	1.0785	Inan	boxing	1329	1.5344	1103	0.6846	735	Computer Science	-93	813	0.7678	875
0	789 N	1.2226	Chris	track & field, ice hockey	854	0.1641	1307	1.0313	1035	Natural Language Processing	1658	4	0.794	612
3	-232 N	0.8555	Fabrice	soccer	605	0.7751	349	0.3092	-217	Computer Game Design	432	914	0.7549	258
0	1402 N	0.7156	Chris	running, track & field, volleyball	180	0.0815	1739	1.4263	310	Robotics Engineering	1280	83	0.159	1076
1	1498 N	0.5611	Tony	basketball, motor sports	493	-0.0055	681	1.0769	301	Applied Mathematics	1306	689	1.1994	-338
0	641 N	0.5935	vani	track & field	13	0.681	1450	0.8856	1845	Statistics	1209	1364	1.1096	576
0	899 N	0.0106	Chris	ICE HOCKEY	92	0.067	-36	1.0879	1498	Natural Language Processing	576	44	-0.1269	944
1	-28 N	0.076	Tony	motor sports	73	0.5466	237	0.4615	490	Bioengineering	750	521	1.0716	-244
2	190 N	1.725	Inan	golf	701	0.7052	1264	0.5983	902	Computational Media	-74	582	1.4421	774
0	1295 N	0.4953	Sam	ice hockey	32	0.0175	-73	0.8577	1414	Computer Engineering	1316	697	0.7851	N/A
0	1046 N	0.8004	Sam	soccer	-338	0.5506	800	0.5908	1097	Biotechnology	464	790	0.6257	954
1	1453 N	0.4734	Reilly	baseball, motor sports	1267	0.1328	420	0.6131	90	Applied Mathematics	558	926	0.5811	79
2	-204 N	1.1236	Sam	soccer	616	0.2933	921	0.4634	1166	Data Science	90	646	1.4242	-242
3	961 N	0.6492	Fabrice	soccer	794	0.5283	273	-0.048	-82	Bioinformatics	442	909	1.6001	897
1	929 N	0.5358	Reilly	baseball, motor sports	359	0.1	305	0.8857	122	Applied Mathematics	461	712	1.1502	283
2	725 N	1.7893	Michael	golf	614	0.445	679	0.8844	1197	Computer Science	326	396	1.4352	614
1	1477 N		Lise	basketball, baseball	947	0.4509	-522	0.6563	137	Bioengineering	880	306	0.3675	143
0	1372 N	1.0437	Michael	volleyball, running	324	1.3511	1006	1.5704	899	Electrical Engineering	1174	130	-0.3943	786
0	1544 N	0.7112	Vani	football, golf	-199	0.7476	1336	1.1043	1849	Computer Engineering	963	870	0.4856	1139
2	495 N	0.313	Inan	golf, football	852	0.0019	2052	0.9031	772	Computer Science	401	799	0.2729	905
2	-222 N	0.913	Inan	boxing	1430	0.4916	750	0.6906	405	Computational Media	404	709	0.9809	835
3	564 N	0.4495	Andrew	tennis	-267	0.243	852	0.5151	515	Computer Game Design	5	702	0.7959	1233
0	432 N	0.7633	Chris	ice hockey, volleyball	170	0.9138	662	0.9191	626	Biotechnology	1439	-300	0.1367	1653
0	1303 N	1.1092	vANI	badminton	289	0.7037	1421	1.4584	566	Statistics	1663	270	-0.7315	1519
3	652 N	-0.2731	Fabrice	soccer	458	0.5244	697	0.5577	334	Computer Game Design	421	1439	1.8511	1384
3	1197 N	0.5072	Fabrice	soccer	436	0.5112	814	0.1269	69	Bioinformatics	541	1352	0.8566	531
2	-405 N	0.2449	Michael	golf	1256	0.1402	1136	0.5355	603	Data Science	22	1102	0.988	1054
2	-35 N	0.956	Inan	football	1016	0.115	1117	1.8063	458	Data Science	122	410	0.5362	1412
1	283 N	0.5065	Reilly	soccer	708	0.937	41	NULL	179	Human Computer Interaction	866	738	0.3902	827
0	1556 N	0.7414	Vani	running	15	1.392	903	0.9752	1821	Robotics Engineering	567	-35	0.0277	1157
2	394 N	0.5366	Michael	tennis	783	0.9902	1228	1.4309	532	Data Science	13	464	0.8761	424
1	800 N	0.9163	Eriq	boxing, golf	255	0.4734	-172	0.655	1072	Bioengineering	918	727	0.8397	450
1	866 N	-0.2743	Reilly	motor sports, baseball	464	-0.3849	233	0.8607	842	Human Computer Interaction	551	658	0.6638	47
3	668 N	0.7768	Andrew	volleyball, badminton	-181	0.5007	193	0.8916	-567	Bioinformatics	772	1079	1.0037	1456
3	795 N	0.7132	Fabrice	TENNIS	448	0.6065	958	0.428	659	Bioinformatics	324	1130	0.2607	378
2	282 N	1.3807	Michael	golf, football	439	1.0962	214	0.5989	391	Games and Playable Media	151	857	0.7749	698
0	1024 N	0.7323	Vani	ice hockey	326	0.0861	1246	0.7975	965	Computer Engineering	1252	-50	0.8327	620
2	-128 N	0.9206	Inan	football, golf	286	0.4387	1495	1.4731	958	Games and Playable Media	506	554	0.7608	78
